Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
28|Baltrop, Alvin|1948|2004|photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Baltrop%2C+Alvin+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Alvin_Baltrop|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=19279|||Q5671325|nr2004005294|46710614|500474777
29|Bannarn, Henry|1910|1965|painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bannarn%2C+Henry%22%20or%20%22Henry+Bannarn%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Henry_Bannarn|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=362|||Q5717754|nr95026780|263186378|500034459
30|Bannister, Edward Mitchell|1828|1901|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Bannister%2C%20Edward%20Mitchell%22%20or%20%22Edward%20Mitchell%20Bannister%22)%20or%20(%22Edward%20M.%20Bannister%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Edward_Mitchell_Bannister|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bannister,%20Edward%20Mitchell&searchField=ArtistCulture|Q1293032|nr93019948|26936417|500006433
31|Baraka, Amiri|1934|2014|||Watsonline| https://library.metmuseum.org/search~S1/X?SEARCH=(%22Baraka%2C%20Amiri%22%20or%20(%22Amiri%22%20and%20%22Baraka%22)%20or%20%22leroi%20jones%22)&searchscope=1&SORT|Wikipedia|https://en.wikipedia.org/wiki/Amiri_Baraka|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=19|||Q354783|n79108930|39371896|
32|Barnes, Ernie|1938|2009|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Barnes%2C+Ernie+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ernie_Barnes|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=903|||Q2158334|n94065359|96602383|500124749
33|Barnette, Sadie|1984||installation artist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Barnette%2C+Sadie%22%20or%20%22Sadie+Barnette%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sadie_Barnette|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16349|||Q28860123|no2013038767|297656136|
34|Barthé, Richmond|1901|1989|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Barthé%2C+Richmond+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Richmond_Barth%C3%A9|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=22|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Barthé,%20Richmond&searchField=ArtistCulture|Q3431473|nr95026783|19570447|500020064
35|Basquiat, Jean-Michel|1960|1988|graffiti/street artist; mixed-media artist; painter|Index of Latinx and Hispanic American Artists|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Basquiat%2C+Jean-Michel%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Basquiat%2C+Jean-Michel%22+or+%22Jean-Michel+Basquiat%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Jean-Michel_Basquiat|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=23|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Basquiat%2C+Jean-Michel%22&searchField=ArtistCulture|Q155407|n85819387|34475421|500093239
36|Battey, C.M. (Cornelius Marion)|1873|1927|photographer||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Battey%2C%20Cornelius)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/C._M._Battey|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=363|||Q23540925|no2012158213|294634065|500450188
37|Bearden, Romare|1911|1988|collagist; painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Bearden%2C+Romare+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Romare_Bearden|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=25|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bearden,%20Romare&searchField=ArtistCulture|Q1291679|n50006433|52490063|500007871
38|Beasley, Kevin|1985||installation artist; performance artist; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Beasley%2C+Kevin+%22%20or%20%22Kevin+Beasley%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kevin_Beasley|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16359|||Q27244476|no2013039637|300162030|500472640
39|Beasley, Phoebe|1943||collagist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Beasley%2C+Phoebe%22%20or%20%22Phoebe+Beasley%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Phoebe_Beasley|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=27|||Q61829775|nr99011161|49147586|500122113
40|Beck, Arthello|1941|2004|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Beck%2C+Arthello+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Arthello_Beck|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2676|||Q4797605|||
41|Bedia, José|1959||installation artist; painter; sculptor|Index of Latinx and Hispanic American Artists|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Jos%C3%A9+Bedia+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jos%C3%A9_Bedia_Vald%C3%A9s|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=5841|||Q4080599|n88138400|96075155|500058818
42|Bey, Dawoud|1953||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Bey%2C+Dawoud+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Dawoud_Bey|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=30|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bey,%20Dawoud&searchField=ArtistCulture|Q5242608|n95071950|38624816|500114579
43|Bey, Sharif|1974||ceramicist / potter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Bey%2C+Sharif+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sharif_Bey|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=5613|||Q37891217|||
44|Biggers, John T.|1924|2001|muralist; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Biggers%2C+John+Thomas%22+or+%22John+T.+Biggers%22+or+%22John+Biggers%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Biggers%2C+John+Thomas%22+or+%22John+T.+Biggers%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/John_T._Biggers|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=32|||Q15516987|n80080293|79159258|500015058
45|Biggers, Sanford|1970||installation artist; interdisciplinary artist; painter; performance artist; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Biggers%2C+Sanford+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sanford_Biggers|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1585|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Biggers,%20Sanford&searchField=ArtistCulture|Q7417607|no2003103703|96606156|500125396
46|Billops, Camille|1933|2019|ceramicist / potter; photographer; printmaker; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Billops%2C+Camille+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Camille_Billops|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=282|||Q5026623|n79004638|20952372|500122189
47|Binion, McArthur|1946||collagist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Binion%2C+McArthur+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/McArthur_Binion|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=7107|||Q17305697|no2016010717|239145542806596000000|
48|Blackburn, Robert|1920|2003|printmaker||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22blackburn%2C%20robert%22%20AND%20%22aaap%22))%20or%20((%22robert%20blackburn%22%20AND%20%22aaap%22))%20or%20((%22bob%20blackburn%22%20AND%20%22aaap%22))&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Robert_Blackburn_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=365|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Blackburn,%20Robert&searchField=ArtistCulture|Q7342130|n91120429|96179743|500071319
49|Blake, Nayland|1960||assemblage artist; installation artist; interdisciplinary artist; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Blake%2C+Nayland%22%20or%20%22Nayland+Blake%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nayland_Blake|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=9068|||Q6983154|n91111454|42742555|500123779
50|Blassingame, Tia|1971||book/zine artist; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Blassingame%2C+Tia%22%20or%20%22Tia+Blassingame%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tia_Blassingame|||||Q98276881|||
51|Blayton, Betty|1937|2016|mixed-media artist; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Blayton%2C+Betty+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Betty_Blayton_Taylor|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=412|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Blayton,%20Betty&searchField=ArtistCulture|Q4898721|n90610896|51581479|500034451
52|Blount, Ben|1973||book/zine artist; designer; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Blount%2C+Ben%22%20or%20%22Ben+Blount%22&searchscope=1|||||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Blount,%20Ben&searchField=ArtistCulture|Q109399033|||
53|Boafo, Amoako|1984||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Boafo%2C+Amoako%22%20or%20%22Amoako+Boafo%22&searchscope=1|||||||Q80220002|no2019124933|14156760445740800000|
54|Boddie, Terry|1965||book/zine artist; photographer; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Boddie%2C+Terry%22%20or%20%22Terry+Boddie%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=539|||Q28860531|no2014115247|310629911|
55|Bolling, Leslie Garland|1898|1955|sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Bolling%2C%20Leslie)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Leslie_Garland_Bolling|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1834|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bolling,%20Leslie%20Garland&searchField=ArtistCulture|Q15998637|nr95027129|95894428|500034510
56|Bond, Ruth Clement|1904|2005|textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bond%2C+Ruth+Clement%22%20or%20%22Ruth+Clement+Bond%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ruth_Clement_Bond|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8280|||Q96474234|no2020148228|8183160909261310000000|
57|Booker, Chakaia|1953||assemblage artist; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Booker%2C+Chakaia+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Chakaia_Booker|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=665|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Booker,%20Chakaia&searchField=ArtistCulture|Q5068272|no2005080376|51426349|500114580
58|Boone, Edythe|1938||muralist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Boone%2C+Edythe+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edythe_Boone|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=6281|||Q28967657||12155042771972400000|
59|Bowling, Frank|1934||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bowling%2C+Frank%22%20or%20%22Frank+Bowling%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frank_Bowling|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=34|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bowling,%20Frank&searchField=ArtistCulture|Q1264049|n87110639|40885023|500012364
60|Bradford, Mark|1961||conceptual artist; installation artist; painter; printmaker; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bradford%2C+Mark%22%20or%20%22Mark+Bradford%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mark_Bradford|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1586|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Bradford,%20Mark&searchField=ArtistCulture|Q16193971|n2004013879|45497267|500116642
61|Branfman-Verissimo, Lukaza|1993||book/zine artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Branfman-Verissimo%2C+Lukaza%22%20or%20%22Lukaza+Branfman-Verissimo%22&searchscope=1|||||||Q117858812|||
62|Brathwaite, Kwame|1938||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=kwame+brathwaite&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kwame_Brathwaite|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2117|||Q28860536|n82012889|57950814|
63|Bright, Sheila Pree|1967||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bright%2C+Sheila+Pree%22%20or%20%22Sheila+Pree+Bright%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sheila_Pree_Bright|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=590|||Q23418571|no2009099412|90588254|500339277
64|Brooker, Moe|1940||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Brooker%2C+Moe%22%20or%20%22Moe+Brooker%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Moe_Brooker|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=465|||Q19757470|no2017149683|96471751|500106027
65|Brown, Frederick J.|1945|2012|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Brown%2C+Frederick+J.+%22%20or%20%22Frederick+J.+Brown%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frederick_J._Brown|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=37|||Q16019317|n88674432|4056001|500335639
66|Brown, Grafton Tyler|1841|1918|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Brown%2C+Grafton+Tyler%22%20or%20%22Grafton+Tyler+Brown%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Grafton_Tyler_Brown|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=38|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Brown,%20Grafton%20Tyler&searchField=ArtistCulture|Q5592570|no93036439|58653233|500109068
67|Brown, Kay|1932|2012|collagist; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Brown%2C+Kay%22%20or%20%22Kay+Brown%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kay_Brown_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=294|||Q28860548|n88137153|48319142|
68|Brown, Lex|1989||installation artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Brown%2C+Lex%22%20or%20%22Lex+Brown%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lex_Brown_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=17901|||Q27830976|no2016008878|198145541806896000000|
69|Buchanan, Beverly|1940||painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Buchanan%2C+Beverly%22%20or%20%22Beverly+Buchanan%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Beverly_Buchanan|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=41|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Buchanan,%20Beverly&searchField=ArtistCulture|Q4899487|nr95002640|58968366|500064389
70|Burke, Selma|1900|1995|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Burke%2C+Selma%22%20or%20%22Selma+Burke%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Selma_Burke|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=464|||Q9075813|n77010058|173016315|500124978
71|Burnett, Calvin|1921|2007|designer; illustrator; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Burnett%2C+Calvin%22%20or%20%22Calvin+Burnett%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Calvin_Burnett_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=336|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Burnett,%20Calvin&searchField=ArtistCulture|Q5024338|nr95027626|7282179|500034509
72|Burroughs, Margaret Taylor|1915|2010|illustrator; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Burroughs%2C+Margaret+Taylor%22%20or%20%22Margaret+Taylor-Burroughs%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Margaret_Taylor-Burroughs|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=42|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Burroughs,%20Margaret%20Taylor&searchField=ArtistCulture|Q6759951|n50034094|50468858|500333221
73|Butler, Bisa|1973||textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Butler%2C+Bisa%22%20or%20%22Bisa+Butler%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Bisa_Butler|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=10041|||Q61850477|no2020146670|8772160310470350000000|
74|Calloway, Frank|1915||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Calloway%2C+Frank%22%20or%20%22Frank+Calloway%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Frank_Calloway|||||Q3751777|||
75|Campbell, E. Simms|1906|1971|cartoonist / comic book artist; illustrator||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Campbell%2C+E.+Simms&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/E._Simms_Campbell|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=913|||Q5322150|n85158501|11283624|500490911
76|Campos-Pons, María Magdalena|1959||performance artist; photographer; sculptor; time-based media artist|Index of Latinx and Hispanic American Artists;Index of Asian American and Pacific Islander Artists|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=Campos-Pons%2C+Mar%C3%ADa+Magdalena&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Mar%C3%ADa_Magdalena_Campos_Pons|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=6859|||Q6004250|no98112237|78149294088480500000|500125073
77|Carter, Al|1947|2008|assemblage artist; painter; sculptor||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22carter%2C+al%22+or+%22allen+d.+carter%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Allen_%27Big_Al%27_Carter|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2440|||Q61154088|||
78|Carter, Micaiah|1996||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Carter%2C+Micaiah%22%20or%20%22Micaiah+Carter%22&searchscope=1|||||||Q117860166|||
79|Carter, Yvonne Pickering|1939||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Carter%2C+Yvonne+Pickering%22%20or%20%22Yvonne+Pickering+Carter%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Yvonne_Pickering_Carter|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=474|||Q28722618||96403976|500097930
80|Casey, Bernie|1939||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Casey%2C+Bernie%22%20or%20%22Bernie+Casey%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Bernie_Casey|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=44|||Q372497|no96014535|29614395|500122129
81|Casteel, Jordan|1989||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Casteel%2C+Jordan%22%20or%20%22Jordan+Casteel%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jordan_Casteel|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18002|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Casteel,%20Jordan&searchField=ArtistCulture|Q28860587|no2011171145|5855151595780900000000|
82|Catlett, Elizabeth|1915|2012|printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Catlett%2C+Elizabeth+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Elizabeth_Catlett|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=45|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Catlett,%20Elizabeth&searchField=ArtistCulture|Q290331|n84229535|264149294291280000000|500011840
83|Cave, Nick|1959||assemblage artist; multimedia artist; performance artist; sculptor; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Cave%2C%20Nick%22%20or%20%22Nick%20Cave%22%20not%20%22cave%2C%20nick%2C%201957%22%20not%20%22bad%20seeds%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Nick_Cave_(performance_artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1499|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Cave,%20Nick&searchField=ArtistCulture|Q24218|nr00030952|261941653|500294218
84|Chambers, Dominic|1993||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Chambers%2C+Dominic%22%20or%20%22Dominic+Chambers%22&searchscope=1|||||||Q117860167|||
85|Charles, Michael Ray|1967||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Charles%2C+Michael+Ray%22%20or%20%22Michael+Ray+Charles%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Michael_Ray_Charles|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=887|||Q2684150|n97074836|240149066356765000000|500330523
86|Chase, Jonathan Lyndon|1989||book/zine artist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Chase%2C+Jonathan+Lyndon+%22%20or%20%22Jonathan+Lyndon+Chase%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jonathan_Lyndon_Chase|||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Chase,%20Jonathan%20Lyndon&searchField=ArtistCulture|Q58836589|no2020110166|6463155226721080000000|500490413
87|Chase-Riboud, Barbara|1939||sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Chase-Riboud%2C+Barbara+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Barbara_Chase-Riboud|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=47|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Chase-Riboud,%20Barbara&searchField=ArtistCulture|Q2883927|n85307002|39374972|500099928
88|Cherry, Caitlin|1987||painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Cherry%2C+Caitlin%22%20or%20%22Caitlin+Cherry%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Caitlin_Cherry|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16362|||Q28864850|no2013040402|300350636|
89|Clark, Claude|1915|2001|painter; printmaker||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22claude+clark%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Claude_Clark|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1082|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Clark,%20Claude&searchField=ArtistCulture|Q17917680|n86145333|70419959|500034512
